memberStateCode,memberStateName,beginDate,endDate,price,unit,weekNumber,product,variety,description,variety_name,calorie,,,,,
NL,Netherlands,2/9/2024,8/9/2024,131.1,100KG,36,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,2/9/2024,8/9/2024,121.46,100KG,36,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,2/9/2024,8/9/2024,174,100KG,36,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,2/9/2024,8/9/2024,72,100KG,36,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,2/9/2024,8/9/2024,82,100KG,36,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
FR,France,26/08/2024,1/9/2024,140,100KG,35,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
NL,Netherlands,26/08/2024,1/9/2024,120.46,100KG,35,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,26/08/2024,1/9/2024,115.02,100KG,35,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,26/08/2024,1/9/2024,128.92,100KG,35,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,26/08/2024,1/9/2024,75,100KG,35,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,26/08/2024,1/9/2024,117,100KG,35,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,26/08/2024,1/9/2024,68,100KG,35,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
PT,Portugal,26/08/2024,1/9/2024,174,100KG,35,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
FR,France,19/08/2024,25/08/2024,145,100KG,34,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
NL,Netherlands,19/08/2024,25/08/2024,135.02,100KG,34,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,19/08/2024,25/08/2024,141.71,100KG,34,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,19/08/2024,25/08/2024,129.47,100KG,34,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,19/08/2024,25/08/2024,162,100KG,34,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,19/08/2024,25/08/2024,48,100KG,34,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,19/08/2024,25/08/2024,75,100KG,34,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,19/08/2024,25/08/2024,66,100KG,34,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
PT,Portugal,19/08/2024,25/08/2024,105,100KG,34,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
NL,Netherlands,12/8/2024,18/08/2024,129.31,100KG,33,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,12/8/2024,18/08/2024,129.92,100KG,33,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,12/8/2024,18/08/2024,105,100KG,33,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,12/8/2024,18/08/2024,68,100KG,33,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
PT,Portugal,12/8/2024,18/08/2024,74,100KG,33,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
NL,Netherlands,5/8/2024,11/8/2024,141.77,100KG,32,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,5/8/2024,11/8/2024,123.31,100KG,32,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
NL,Netherlands,29/07/2024,4/8/2024,137.2,100KG,31,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,29/07/2024,4/8/2024,118.23,100KG,31,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,29/07/2024,4/8/2024,74,100KG,31,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,29/07/2024,4/8/2024,105,100KG,31,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,29/07/2024,4/8/2024,68,100KG,31,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
NL,Netherlands,22/07/2024,28/07/2024,127.18,100KG,30,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,22/07/2024,28/07/2024,115.85,100KG,30,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,22/07/2024,28/07/2024,74,100KG,30,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,22/07/2024,28/07/2024,93,100KG,30,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,22/07/2024,28/07/2024,77,100KG,30,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
NL,Netherlands,15/07/2024,21/07/2024,131.65,100KG,29,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,15/07/2024,21/07/2024,113.32,100KG,29,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,15/07/2024,21/07/2024,77,100KG,29,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
PT,Portugal,15/07/2024,21/07/2024,99,100KG,29,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,15/07/2024,21/07/2024,84,100KG,29,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,15/07/2024,21/07/2024,30,100KG,29,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
NL,Netherlands,8/7/2024,14/07/2024,133.38,100KG,28,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,8/7/2024,14/07/2024,116.58,100KG,28,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,8/7/2024,14/07/2024,58,100KG,28,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,8/7/2024,14/07/2024,91,100KG,28,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,8/7/2024,14/07/2024,109,100KG,28,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,8/7/2024,14/07/2024,66,100KG,28,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
PT,Portugal,8/7/2024,14/07/2024,73,100KG,28,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
NL,Netherlands,1/7/2024,7/7/2024,109.89,100KG,27,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
NL,Netherlands,1/7/2024,7/7/2024,125.18,100KG,27,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
PT,Portugal,1/7/2024,7/7/2024,65,100KG,27,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,1/7/2024,7/7/2024,92,100KG,27,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,1/7/2024,7/7/2024,104,100KG,27,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,1/7/2024,7/7/2024,67,100KG,27,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
PT,Portugal,1/7/2024,7/7/2024,66,100KG,27,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
NL,Netherlands,24/06/2024,30/06/2024,136.5,100KG,26,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,24/06/2024,30/06/2024,93.27,100KG,26,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,24/06/2024,30/06/2024,71,100KG,26,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,24/06/2024,30/06/2024,92,100KG,26,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,24/06/2024,30/06/2024,101,100KG,26,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,24/06/2024,30/06/2024,118,100KG,26,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
PT,Portugal,24/06/2024,30/06/2024,74,100KG,26,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
PT,Portugal,24/06/2024,30/06/2024,67,100KG,26,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
NL,Netherlands,17/06/2024,23/06/2024,129.15,100KG,25,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,17/06/2024,23/06/2024,138,100KG,25,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,17/06/2024,23/06/2024,104.94,100KG,25,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,17/06/2024,23/06/2024,72,100KG,25,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,17/06/2024,23/06/2024,91,100KG,25,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,17/06/2024,23/06/2024,101,100KG,25,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,17/06/2024,23/06/2024,67,100KG,25,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
PT,Portugal,17/06/2024,23/06/2024,74,100KG,25,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
PT,Portugal,17/06/2024,23/06/2024,118,100KG,25,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
NL,Netherlands,10/6/2024,16/06/2024,154.8,100KG,24,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,10/6/2024,16/06/2024,137.66,100KG,24,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,10/6/2024,16/06/2024,106.19,100KG,24,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,10/6/2024,16/06/2024,165,100KG,24,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,10/6/2024,16/06/2024,72,100KG,24,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,10/6/2024,16/06/2024,91,100KG,24,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,10/6/2024,16/06/2024,101,100KG,24,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,10/6/2024,16/06/2024,118,100KG,24,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
PT,Portugal,10/6/2024,16/06/2024,68,100KG,24,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
PT,Portugal,10/6/2024,16/06/2024,74,100KG,24,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
NL,Netherlands,3/6/2024,9/6/2024,137.71,100KG,23,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,3/6/2024,9/6/2024,155.25,100KG,23,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,3/6/2024,9/6/2024,111.16,100KG,23,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,3/6/2024,9/6/2024,178,100KG,23,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,3/6/2024,9/6/2024,72,100KG,23,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,3/6/2024,9/6/2024,90,100KG,23,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,3/6/2024,9/6/2024,99,100KG,23,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,3/6/2024,9/6/2024,118,100KG,23,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
PT,Portugal,3/6/2024,9/6/2024,78,100KG,23,oranges,Valencia late - Cat. I - Cal. 2-4,Portugal - oranges - Valencia late - Cat. I - Cal. 2-4,Valencia late,2-4,,,,,
PT,Portugal,3/6/2024,9/6/2024,75,100KG,23,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
FR,France,27/05/2024,2/6/2024,135,100KG,22,apples,Golden delicious - Cat. I - Cal. 70-80,France - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
FR,France,27/05/2024,2/6/2024,143,100KG,22,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
NL,Netherlands,27/05/2024,2/6/2024,130.1,100KG,22,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,27/05/2024,2/6/2024,105.07,100KG,22,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
NL,Netherlands,27/05/2024,2/6/2024,139.74,100KG,22,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
PT,Portugal,27/05/2024,2/6/2024,175,100KG,22,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,27/05/2024,2/6/2024,72,100KG,22,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,27/05/2024,2/6/2024,89,100KG,22,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,27/05/2024,2/6/2024,99,100KG,22,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,27/05/2024,2/6/2024,118,100KG,22,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
PT,Portugal,27/05/2024,2/6/2024,74,100KG,22,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
FR,France,20/05/2024,26/05/2024,137,100KG,21,apples,Golden delicious - Cat. I - Cal. 70-80,France - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
FR,France,20/05/2024,26/05/2024,140,100KG,21,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
NL,Netherlands,20/05/2024,26/05/2024,135.87,100KG,21,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,20/05/2024,26/05/2024,109.32,100KG,21,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
NL,Netherlands,20/05/2024,26/05/2024,158.96,100KG,21,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
PT,Portugal,20/05/2024,26/05/2024,174,100KG,21,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,20/05/2024,26/05/2024,73,100KG,21,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,20/05/2024,26/05/2024,80,100KG,21,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Portugal - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,20/05/2024,26/05/2024,88,100KG,21,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,20/05/2024,26/05/2024,98,100KG,21,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,20/05/2024,26/05/2024,113,100KG,21,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
PT,Portugal,20/05/2024,26/05/2024,74,100KG,21,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
FR,France,13/05/2024,19/05/2024,136,100KG,20,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
FR,France,13/05/2024,19/05/2024,134,100KG,20,apples,Golden delicious - Cat. I - Cal. 70-80,France - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
FR,France,13/05/2024,19/05/2024,139,100KG,20,apples,Granny smith - Cat. I - Cal. 70-80,France - apples - Granny smith - Cat. I - Cal. 70-80,Granny smith,70-80,,,,,
NL,Netherlands,13/05/2024,19/05/2024,104.19,100KG,20,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
NL,Netherlands,13/05/2024,19/05/2024,154.8,100KG,20,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,13/05/2024,19/05/2024,140.43,100KG,20,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
PT,Portugal,13/05/2024,19/05/2024,74,100KG,20,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
PT,Portugal,13/05/2024,19/05/2024,174,100KG,20,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,13/05/2024,19/05/2024,72,100KG,20,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,13/05/2024,19/05/2024,80,100KG,20,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Portugal - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
